taxon,tvk,start_day,start_month,start_year,end_day,end_month,end_year
Mythimna litoralis,NBNSYS0000006294,1,1,1700,,,
Mythimna pallens,NBNSYS0000006292,1,1,1700,,,
Mythimna pudorina,NHMSYS0021144859,1,1,1700,,,
Mythimna straminea,NBNSYS0000006290,1,1,1700,,,
Mythimna turca,NBNSYS0000006284,1,1,1700,,,
Mythimna unipuncta,NBNSYS0000006296,1,1,1700,,,
Mythimna vitellina,NHMSYS0021144863,1,1,1700,,,
Naenia typica,NBNSYS0000006227,1,1,1700,,,
Narycia duplicella,NHMSYS0021142187,1,1,1700,,,
Nascia cilialis,NHMSYS0000503327,1,1,1700,,,
Nemapogon clematella,NHMSYS0000503333,1,1,1700,,,
Nemapogon cloacella,NHMSYS0000503334,1,1,1700,,,
Nemapogon granella,NHMSYS0000503335,1,1,1700,,,
Nemapogon inconditella,NHMSYS0000503337,1,1,1979,,,
Nemapogon koenigi,NHMSYS0021166451,1,1,1700,,,
Nemapogon picarella,NHMSYS0000503339,1,1,1700,,,
Nemapogon ruricolella,NHMSYS0000503340,1,1,1700,,,
Nemapogon variatella,NHMSYS0000503341,1,1,1700,,,
Nematopogon magna,NBNSYS0100004197,1,1,1700,,,
Nematopogon metaxella,NHMSYS0021142170,1,1,1700,,,
Nematopogon pilella,NHMSYS0021142168,1,1,1700,,,
Nematopogon schwarziellus,NHMSYS0000503349,1,1,1700,,,
Nematopogon swammerdamella,NHMSYS0000503350,1,1,1700,,,
Nemaxera betulinella,NHMSYS0000503354,1,1,1700,,,
Nemophora cupriacella,NHMSYS0021142160,1,1,1700,,,
Nemophora degeerella,NHMSYS0000503358,1,1,1700,,,
Nemophora fasciella,NHMSYS0000503359,1,1,1700,,,
Nemophora metallica,NHMSYS0000503360,1,1,1700,,,
Nemophora minimella,NHMSYS0021142161,1,1,1700,,,
Neofaculta ericetella,NHMSYS0021142637,1,1,1700,,,
Neofriseria peliella,NHMSYS0000503366,1,1,1700,,,
Neofriseria singula,NHMSYS0000503367,1,1,1700,,,
Neosphaleroptera nubilana,NHMSYS0021143039,1,1,1700,,,
Nephopterix angustella,NBNSYS0100004227,1,1,1700,,,
Niditinea fuscella,NBNSYS0100004257,1,1,1700,,,
Niditinea striolella,NHMSYS0021142392,1,1,1700,,,
Noctua comes,NHMSYS0021144922,1,1,1700,,,
Noctua fimbriata,NBNSYS0000006196,1,1,1700,,,
Noctua interjecta,NHMSYS0000521898,1,1,1700,,,
Noctua interjecta caliginosa,NHMSYS0021144925,1,1,1700,,,
Noctua interjecta interjecta,NHMSYS0021144924,1,1,1700,,,
Noctua janthe,NHMSYS0000503389,1,1,1700,,,
Noctua janthina,NHMSYS0021144926,9,7,2001,,,
Noctua orbona,NBNSYS0000006194,1,1,1700,,,
Noctua pronuba,NBNSYS0000006193,1,1,1700,,,
Nola aerugula,NHMSYS0000503394,1,1,1700,,,
Nola chlamitulalis,NHMSYS0021144960,16,7,1963,,,
Nola confusalis,NHMSYS0000503395,1,1,1700,,,
Nola cucullatella,NBNSYS0000006163,1,1,1700,,,
Nomophila nearctica,NHMSYS0000503398,1,8,1919,,,
Nomophila noctuella,NHMSYS0021143737,1,1,1700,,,
Nonagria typhae,NBNSYS0000006474,1,1,1700,,,
Nothris congressariella,NHMSYS0000503404,1,1,1700,,,
Nothris verbascella,NHMSYS0021142634,1,1,1700,31,12,1971
Notocelia cynosbatella,NHMSYS0021143308,1,1,1700,,,
Notocelia incarnatana,NHMSYS0021143315,1,1,1700,,,
Notocelia roborana,NHMSYS0021143313,1,1,1700,,,
Notocelia rosaecolana,NHMSYS0021143317,1,1,1700,,,
Notocelia tetragonana,NHMSYS0021143310,1,1,1700,,,
Notocelia trimaculana,NHMSYS0021143318,1,1,1700,,,
Notocelia uddmanniana,NHMSYS0021143311,1,1,1700,,,
Notodonta dromedarius,NHMSYS0000503407,1,1,1700,,,
Notodonta torva,NHMSYS0021144347,1,1,1882,,,
Notodonta tritophus,NBNSYS0100004290,1,1,1842,,,
Notodonta ziczac,NHMSYS0000503410,1,1,1700,,,
Nudaria mundana,NBNSYS0000006124,1,1,1700,,,
Nyctegretis lineana,NHMSYS0000503417,1,1,1700,,,
Nycteola asiatica,NHMSYS0001703674,20,9,1993,,,
Nycteola revayana,NBNSYS0000011345,1,1,1700,,,
Nycteola siculana,NHMSYS0021297314,27,9,2018,,,
Nycterosea obstipata,NHMSYS0021143912,1,1,1700,,,
Nyctobrya muralis,NHMSYS0021144559,1,1,1700,,,
Nymphula nitidulata,NHMSYS0000503423,1,1,1700,,,
Ochropacha duplaris,NBNSYS0000005730,1,1,1700,,,
Ochropleura leucogaster,NHMSYS0021144905,17,10,1983,,,
Ochropleura plecta,NBNSYS0000006188,1,1,1700,,,
Ochsenheimeria taurella,NBNSYS0100004295,1,1,1700,,,
Ochsenheimeria urella,NHMSYS0000503442,1,1,1700,,,
Ochsenheimeria vacculella,NHMSYS0000503443,1,1,1700,,,
Ocnerostoma friesei,NHMSYS0000503446,1,1,1700,,,
Ocnerostoma piniariella,NHMSYS0000503447,1,1,1700,,,
Odezia atrata,NBNSYS0000005961,1,1,1700,,,
Odontopera bidentata,NBNSYS0000006011,1,1,1700,,,
Odontosia carmelita,NHMSYS0021144357,1,1,1700,,,
Oecophora bractella,NHMSYS0000503456,1,1,1700,,,
Oegoconia caradjai,NHMSYS0021142528,1,1,1700,,,
Oegoconia deauratella,NHMSYS0000503460,1,1,1700,,,
Oegoconia novimundi,NHMSYS0021166469,1,1,2011,,,
Oegoconia quadripuncta,NHMSYS0000503461,1,1,1700,,,
Oidaematophorus lithodactyla,NHMSYS0000503464,1,1,1700,,,
Oinophila v-flava,NHMSYS0000503467,1,1,1700,,,
Olethreutes arcuella,NHMSYS0000503471,1,1,1700,,,
Oligia fasciuncula,NBNSYS0000006438,1,1,1700,,,
Oligia latruncula,NHMSYS0021144690,1,1,1700,,,
Oligia strigilis,NBNSYS0000006435,1,1,1700,,,
Oligia versicolor,NBNSYS0000006436,1,1,1700,,,
Olindia schumacherana,NHMSYS0000503486,1,1,1700,,,
Omphaloscelis lunosa,NBNSYS0000006365,1,1,1700,,,
Oncocera semirubella,NBNSYS0000026974,1,1,1700,,,
Operophtera brumata,NBNSYS0000005879,1,1,1700,,,
Operophtera fagata,NBNSYS0000005880,1,1,1700,,,
Opisthograptis luteolata,NBNSYS0000005997,1,1,1700,,,
Opogona omoscopa,NHMSYS0020530789,1,1,1700,,,
Opostega salaciella,NHMSYS0000503498,1,1,1700,,,
Opostega spatulella,NHMSYS0000503499,1,1,1700,25,5,2005
Orgyia antiqua,NBNSYS0000006112,1,1,1700,,,
Orgyia recens,NHMSYS0021144385,1,1,1700,,,
Oria musculosa,NHMSYS0021144639,1,1,1700,31,12,2001
Ortholepis betulae,NBNSYS0100004350,1,1,1700,,,
Orthonama vittata,NBNSYS0000005792,1,1,1700,,,
Orthosia cerasi,NBNSYS0000006280,1,1,1700,,,
Orthosia cruda,NHMSYS0021144790,1,1,1700,,,
Orthosia gothica,NBNSYS0000006283,1,1,1700,,,
Orthosia gracilis,NHMSYS0021144793,1,1,1700,,,
Orthosia incerta,NBNSYS0000006281,1,1,1700,,,
Orthosia miniosa,NHMSYS0021144788,1,1,1700,,,
Orthosia opima,NHMSYS0021144794,1,1,1700,,,
Orthosia populeti,NBNSYS0000006278,1,1,1700,,,
Orthotaenia undulana,NHMSYS0021143163,1,1,1700,,,
Orthotelia sparganella,NBNSYS0100004352,1,1,1700,,,
Ostrinia nubilalis,NHMSYS0000503527,1,1,1700,,,
Ourapteryx sambucaria,NBNSYS0000006013,1,1,1700,,,
Oxyptilus parvidactyla,NHMSYS0021142925,1,1,1700,,,
Oxyptilus pilosellae,NHMSYS0000503534,1,1,1700,,,
Pabulatrix pabulatricula,NHMSYS0021144660,1,1,1888,31,12,1935
Pachetra sagittigera,NHMSYS0000522187,1,1,1700,31,12,1963
Pachetra sagittigera britannica,NHMSYS0021144812,1,1,1700,31,12,1963
Pachetra sagittigera sagittigera,NHMSYS0021144810,1,1,1700,31,12,1963
Pachycnemia hippocastanaria,NHMSYS0021144181,1,1,1700,,,
Pachyrhabda steropodes,NHMSYS0021142875,1,1,1700,,,
Pachythelia villosella,NBNSYS0000025779,1,1,1700,,,
Palpita vitrealis,MM0001Z100HTMPQ1,1,1,1700,,,
Pammene agnotana,NHMSYS0000503550,1,1,1700,,,
Pammene albuginana,NHMSYS0000503551,1,1,1700,,,
Pammene argyrana,NHMSYS0021143385,1,1,1700,,,
Pammene aurana,NBNSYS0100004398,1,1,1700,,,
Pammene aurita,NBNSYS0100004399,1,1,1700,,,
Pammene fasciana,NHMSYS0000503554,1,1,1700,,,
Pammene gallicana,NBNSYS0100004400,1,1,1700,,,
Pammene germmana,NHMSYS0021143393,1,1,1700,,,
Pammene giganteana,NHMSYS0000503556,1,1,1700,,,
Pammene herrichiana,NHMSYS0000503557,1,1,1700,,,
Pammene ignorata,NHMSYS0021143382,1,1,1700,,,
Pammene juniperana,NHMSYS0021239333,6,8,2018,,,
Pammene luedersiana,NHMSYS0000503560,1,1,1700,,,
Pammene obscurana,NHMSYS0000503561,1,1,1700,,,
Pammene ochsenheimeriana,NHMSYS0000503562,1,1,1700,,,
Pammene populana,NHMSYS0000503563,1,1,1700,,,
Pammene regiana,NHMSYS0000503564,1,1,1700,,,
Pammene rhediella,NHMSYS0000503565,1,1,1700,,,
Pammene spiniana,NHMSYS0021143390,1,1,1700,,,
Pammene splendidulana,NHMSYS0000503567,1,1,1700,,,
Pammene suspectana,NHMSYS0000503568,1,1,1700,,,
Pammene trauniana,NHMSYS0021143391,1,1,1700,,,
Pancalia leuwenhoekella,NHMSYS0000503572,1,1,1700,,,
Pancalia schwarzella,NBNSYS0100004407,1,1,1700,,,
Pandemis cerasana,NHMSYS0000503574,1,1,1700,,,
Pandemis cinnamomeana,NHMSYS0000503575,1,1,1700,,,
Pandemis corylana,NHMSYS0000503576,1,1,1700,,,
Pandemis dumetana,NHMSYS0000503577,1,1,1700,,,
Pandemis heparana,NHMSYS0021143014,1,1,1700,,,
Pandesma robusta,NHMSYS0020531225,1,9,2001,,,
Panemeria tenebrata,NBNSYS0000006503,1,1,1700,,,
Panolis flammea,NHMSYS0021144783,1,1,1700,,,
Papestra biren,NBNSYS0000006253,1,1,1700,,,
Parachronistis albiceps,NHMSYS0000503592,1,1,1700,,,
Paracolax tristalis,NBNSYS0000006598,1,1,1700,,,
Paracorsia repandalis,NHMSYS0021143702,1,1,1700,,,
Paracrania chrysolepidella,NHMSYS0021142335,1,1,1700,,,
Paradarisa consonaria,NHMSYS0021144257,1,1,1700,,,
Paralipsa gularis,NHMSYS0000503603,1,1,1700,,,
Paramesia gnomana,NHMSYS0000503606,1,1,1700,31,12,1983
Paranthrene tabaniformis,NBNSYS0000005687,1,1,1700,30,6,1924
Parapoynx stratiotata,NHMSYS0000503611,1,1,1700,,,
Parascotia fuliginaria,NBNSYS0000006579,1,1,1700,,,
Parasemia plantaginis,NBNSYS0000006142,1,1,1700,,,
Parasemia plantaginis insularum,NHMSYS0021144396,1,1,1700,,,
Parasemia plantaginis plantaginis,NHMSYS0021144395,1,1,1700,,,
Parastichtis suspecta,NHMSYS0021144754,1,1,1700,,,
Paraswammerdamia albicapitella,NBNSYS0100004455,1,1,1700,,,
Paraswammerdamia nebulella,NHMSYS0021142474,1,1,1700,,,
Paratalanta hyalinalis,NBNSYS0100004459,1,1,1700,,,
Paratalanta pandalis,NHMSYS0021143721,1,1,1700,,,
Parectopa ononidis,NHMSYS0000503630,1,1,1700,,,
Parectropis similaria,NBNSYS0100004476,1,1,1700,,,
Pareulype berberata,NHMSYS0021144040,1,1,1700,,,
Parornix alpicola,NHMSYS0021142429,1,1,1700,,,
Parornix anglicella,NHMSYS0000503642,1,1,1700,,,
Parornix atripalpella,NHMSYS0021166457,1,1,1700,,,
Parornix betulae,NHMSYS0000503643,1,1,1700,,,
Parornix carpinella,NHMSYS0000503644,1,1,1700,,,
Parornix devoniella,NHMSYS0000503645,1,1,1700,,,
Parornix fagivora,NHMSYS0000503646,1,1,1700,,,
Parornix finitimella,NHMSYS0000503647,1,1,1700,,,
Parornix loganella,NHMSYS0000503648,1,1,1700,,,
Parornix scoticella,NHMSYS0000503649,1,1,1700,,,
Parornix torquillella,NBNSYS0000025900,1,1,1700,,,
Pasiphila chloerata,NHMSYS0021144070,1,1,1971,,,
Pasiphila debiliata,NHMSYS0021144071,1,1,1700,,,
Pasiphila rectangulata,NBNSYS0100004490,1,1,1700,,,
Pechipogo plumigeralis,NHMSYS0021144430,12,10,1995,,,
Pechipogo strigilata,NHMSYS0000503655,1,1,1700,,,
Pediasia aridella,NBNSYS0000026848,1,1,1700,,,
Pediasia contaminella,NHMSYS0000503657,1,1,1700,,,
Pediasia fascelinella,NHMSYS0021143774,1,1,1700,,,
Pelochrista caecimaculana,NHMSYS0021143285,1,1,1700,,,
Pelosia muscerda,NBNSYS0000006127,1,1,1700,,,
Pelosia obtusa,NHMSYS0021144412,1,1,1961,,,
Pelurga comitata,NBNSYS0000005829,1,1,1700,,,
Pempelia genistella,NBNSYS0000026976,1,1,1700,,,
Pempelia palumbella,NHMSYS0021143639,1,1,1700,,,
Pempeliella ornatella,NHMSYS0021143632,1,1,1700,,,
Pennisetia hylaeiformis,NHMSYS0020695694,1,10,2007,,,
Pennithera firmata,NHMSYS0021143969,1,1,1700,,,
Perconia strigillaria,NHMSYS0021144306,1,1,1700,,,
Peribatodes ilicaria,NHMSYS0021144230,27,8,1990,,,
Peribatodes rhomboidaria,NHMSYS0021144226,1,1,1700,,,
Peribatodes secundaria,NHMSYS0021144229,1,7,1981,,,
Peribatodes umbraria,NHMSYS0021144228,10,10,2006,,,
Periclepsis cinctana,NHMSYS0021142992,1,1,1700,,,
Peridea anceps,NBNSYS0000006091,1,1,1700,,,
Peridroma saucia,NHMSYS0021144878,1,1,1700,,,
Periphanes delphinii,NBNSYS0000006504,1,1,1800,,,
Perittia farinella,NHMSYS0021142252,27,5,1897,,,
Perittia obscurepunctella,NHMSYS0000503691,1,1,1700,,,
Perizoma affinitata,NBNSYS0000005882,1,1,1700,,,
Perizoma albulata,NHMSYS0000522437,1,1,1700,,,
Perizoma albulata albulata,NHMSYS0021144060,1,1,1700,,,
Perizoma albulata subfasciaria,NHMSYS0021144061,1,1,1700,,,
Perizoma alchemillata,NBNSYS0000005883,1,1,1700,,,
Perizoma bifaciata,NBNSYS0000005884,1,1,1700,,,
Perizoma blandiata,NHMSYS0000522442,1,1,1700,,,
Perizoma blandiata blandiata,NHMSYS0021144057,1,1,1700,,,
Perizoma blandiata perfasciata,NHMSYS0021144059,1,1,1700,,,
Perizoma flavofasciata,NBNSYS0000005890,1,1,1700,,,
Perizoma minorata,NHMSYS0000522447,1,1,1700,,,
Perizoma minorata ericetata,NHMSYS0021144055,1,1,1700,,,
Perizoma minorata minorata,NHMSYS0021144054,1,1,1700,,,
Petrophora chlorosata,NBNSYS0000005993,1,1,1700,,,
Pexicopia malvella,NHMSYS0021142651,1,1,1700,,,
Phalera bucephala,NBNSYS0000006080,1,1,1700,,,
Phalonidia affinitana,NHMSYS0000503704,1,1,1700,,,
Phalonidia curvistrigana,NHMSYS0000503705,1,1,1700,,,
Phalonidia gilvicomana,NHMSYS0000503706,1,1,1700,,,
Phalonidia manniana,NHMSYS0000503707,1,1,1700,,,
Phalonidia udana,NHMSYS0021143117,1,1,1700,,,
Phaneta pauperana,NHMSYS0021143284,1,1,1700,,,
Phaulernis dentella,NHMSYS0000503709,1,1,1700,,,
Phaulernis fulviguttella,NHMSYS0000503710,1,1,1700,,,
Pheosia gnoma,NHMSYS0021144351,1,1,1700,,,
Pheosia tremula,NBNSYS0000006093,1,1,1700,,,
Phiaris metallicana,NHMSYS0021143179,1,1,1700,,,
Phiaris micana,NHMSYS0021143181,1,1,1700,,,
Phiaris obsoletana,NHMSYS0021143177,1,1,1700,,,
Phiaris palustrana,NHMSYS0021143183,1,1,1700,,,
Phiaris schulziana,NHMSYS0021143180,1,1,1700,,,
Phibalapteryx virgata,NBNSYS0000005791,1,1,1700,,,
Phigalia pilosaria,NHMSYS0021144213,1,1,1700,,,
Philedone gerningana,NHMSYS0021142994,1,1,1700,,,
Philedonides lunana,NHMSYS0000503719,1,1,1700,,,
Philereme transversata,NBNSYS0000005872,1,1,1700,,,
Philereme transversata britannica,NHMSYS0021144032,1,1,1700,,,
Philereme transversata transversata,NHMSYS0021144030,1,1,1700,,,
Philereme vetulata,NHMSYS0021144029,1,1,1700,,,
Phlogophora meticulosa,NBNSYS0000006402,1,1,1700,,,
Photedes captiuncula,NBNSYS0000006444,1,1,1700,,,
Photedes captiuncula captiuncula,NHMSYS0021144645,1,1,1700,,,
Photedes captiuncula expolita,NHMSYS0021144646,1,1,1700,,,
Photedes extrema,NHMSYS0021144651,1,1,1700,,,
Photedes fluxa,NHMSYS0021144643,1,1,1700,,,
Photedes minima,NBNSYS0000006445,1,1,1700,,,
Photedes morrisii,NBNSYS0000100174,1,1,1700,,,
Photedes morrisii bondii,NHMSYS0021144650,1,1,1700,31,12,1973
Photedes morrisii morrisii,NHMSYS0021144649,1,1,1700,,,
Phragmataecia castaneae,NHMSYS0000503737,1,1,1700,,,
Phragmatobia fuliginosa,NBNSYS0000006150,1,1,1700,,,
Phragmatobia fuliginosa borealis,NHMSYS0021144394,1,1,1700,,,
Phragmatobia fuliginosa fuliginosa,NHMSYS0021144393,1,1,1700,,,
Phtheochroa inopiana,NBNSYS0100004588,1,1,1700,,,
Phtheochroa rugosana,NHMSYS0021143113,1,1,1700,,,
Phtheochroa schreibersiana,NBNSYS0100004589,1,1,1700,,,
Phtheochroa sodaliana,NBNSYS0100004590,1,1,1700,,,
Phthorimaea operculella,NBNSYS0100004596,1,1,1700,,,
Phycita roborella,NHMSYS0021143644,1,1,1700,,,
Phycitodes binaevella,NHMSYS0021143674,1,1,1700,,,
Phycitodes maritima,NHMSYS0000503748,1,1,1700,,,
Phycitodes saxicola,NHMSYS0000503749,1,1,1700,,,
Phyllocnistis ramulicola,NHMSYS0020973889,1,1,1700,,,
Phyllocnistis saligna,NHMSYS0000503752,1,1,1700,,,
Phyllocnistis unipunctella,NHMSYS0000503753,1,1,1700,,,
Phyllocnistis xenia,NHMSYS0000503754,1,1,1700,,,
Phyllodesma ilicifolia,NBNSYS0000005713,1,1,1850,15,5,1965
Phyllonorycter acerifoliella,NBNSYS0100004608,1,1,1700,,,
Phyllonorycter anderidae,NHMSYS0000503759,1,1,1700,,,
Phyllonorycter apparella,NHMSYS0021166463,20,8,2015,,,
Phyllonorycter blancardella,NHMSYS0000503761,1,1,1700,,,
Phyllonorycter cavella,NHMSYS0000503763,1,1,1700,,,
Phyllonorycter cerasicolella,NHMSYS0000503764,1,1,1700,,,
Phyllonorycter comparella,NHMSYS0021142454,1,1,1700,,,
Phyllonorycter coryli,NHMSYS0000503767,1,1,1700,,,
Phyllonorycter corylifoliella,NHMSYS0000503768,1,1,1700,,,
Phyllonorycter distentella,NHMSYS0000503773,1,1,1700,,,
Phyllonorycter dubitella,NHMSYS0000503774,1,1,1700,,,
Phyllonorycter emberizaepenella,NBNSYS0100004615,1,1,1700,,,
Phyllonorycter esperella,NHMSYS0021142445,1,1,1700,,,
Phyllonorycter froelichiella,NHMSYS0000503776,1,1,1700,,,
Phyllonorycter geniculella,NHMSYS0000503777,1,1,1700,,,
Phyllonorycter harrisella,NHMSYS0000503778,1,1,1700,,,
Phyllonorycter heegeriella,NHMSYS0000503779,1,1,1700,,,
Phyllonorycter hilarella,NBNSYS0100004617,1,1,1700,,,
Phyllonorycter hostis,NHMSYS0021008131,1,1,1700,,,
Phyllonorycter insignitella,NHMSYS0000503780,1,1,1700,,,
Phyllonorycter joannisi,NHMSYS0021142452,1,1,1700,,,
Phyllonorycter junoniella,NHMSYS0000503781,1,1,1700,,,
Phyllonorycter klemannella,NHMSYS0021142449,1,1,1700,,,
Phyllonorycter kuhlweiniella,NBNSYS0100004618,1,1,1700,,,
Phyllonorycter lantanella,NHMSYS0000503783,1,1,1700,,,
Phyllonorycter lautella,NHMSYS0000503784,1,1,1700,,,
Phyllonorycter leucographella,NBNSYS0000005356,1,1,1700,,,
Phyllonorycter maestingella,NHMSYS0000503785,1,1,1700,,,
Phyllonorycter mespilella,NHMSYS0021142436,1,1,1700,,,
Phyllonorycter messaniella,NHMSYS0000503787,1,1,1700,,,
Phyllonorycter muelleriella,NHMSYS0000503788,1,1,1700,,,
Phyllonorycter nicellii,NHMSYS0000503789,1,1,1700,,,
Phyllonorycter nigrescentella,NHMSYS0000503790,1,1,1700,,,
Phyllonorycter oxyacanthae,NHMSYS0000503791,1,1,1700,,,
Phyllonorycter pastorella,NHMSYS0021128165,19,10,2014,,,
Phyllonorycter platani,NBNSYS0100004619,1,1,1700,,,
Phyllonorycter quercifoliella,NHMSYS0000503796,1,1,1700,,,
Phyllonorycter quinqueguttella,NHMSYS0000503798,1,1,1700,,,
Phyllonorycter rajella,NHMSYS0000503800,1,1,1700,,,
Phyllonorycter roboris,NHMSYS0000503801,1,1,1700,,,
Phyllonorycter sagitella,NHMSYS0000503802,1,1,1700,,,
Phyllonorycter salicicolella,NHMSYS0000503803,1,1,1700,,,
Phyllonorycter scabiosella,NHMSYS0000503807,1,1,1700,,,
Phyllonorycter schreberella,NHMSYS0000503808,1,1,1700,,,
Phyllonorycter scopariella,NHMSYS0000503809,1,1,1700,,,
Phyllonorycter sorbi,NHMSYS0000503810,1,1,1700,,,
Phyllonorycter spinicolella,NBNSYS0100004624,1,1,1700,,,
Phyllonorycter staintoniella,NBNSYS0100004625,1,1,1700,,,
Phyllonorycter stettinensis,NHMSYS0000503812,1,1,1700,,,
Phyllonorycter strigulatella,NHMSYS0021142446,1,1,1700,,,
Phyllonorycter tenerella,NHMSYS0000503815,1,1,1700,,,
Phyllonorycter trifasciella,NHMSYS0000503816,1,1,1700,,,
Phyllonorycter tristrigella,NHMSYS0000503817,1,1,1700,,,
Phyllonorycter ulicicolella,NHMSYS0000503818,1,1,1700,,,
Phyllonorycter ulmifoliella,NHMSYS0021142448,1,1,1700,,,
Phyllonorycter viminetorum,NHMSYS0000503820,1,1,1700,,,
Phyllonorycter viminiella,NBNSYS0000025925,1,1,1700,,,
Phylloporia bistrigella,NHMSYS0000503822,1,1,1700,,,
Phymatopus hecta,NHMSYS0021142347,1,1,1700,,,
Phytometra viridaria,NBNSYS0000006574,1,1,1700,,,
Pima boisduvaliella,NHMSYS0000503835,1,1,1700,,,
Piniphila bifasciana,NBNSYS0100004713,1,1,1700,,,
Plagodis dolabraria,NBNSYS0000005995,1,1,1700,,,
Plagodis pulveraria,NBNSYS0000005994,1,1,1700,,,
Platyedra subcinerea,NHMSYS0000503848,1,1,1700,,,
Platyptilia calodactyla,NHMSYS0021142891,1,1,1700,,,
Platyptilia gonodactyla,NHMSYS0021142889,1,1,1700,,,
Platyptilia isodactylus,NHMSYS0000503853,1,1,1700,,,
Platyptilia tesseradactyla,NHMSYS0000503856,1,1,1700,,,
Platytes alpinella,NHMSYS0021143777,1,1,1700,,,
Platytes cerussella,NHMSYS0021143776,1,1,1700,,,
Plemyria rubiginata,NHMSYS0000522597,1,1,1700,,,
Plemyria rubiginata plumbata,NHMSYS0021143985,1,1,1700,,,
Plemyria rubiginata rubiginata,NHMSYS0021143983,1,1,1700,,,
Pleuroptya ruralis,NHMSYS0000503870,1,1,1700,,,
Pleurota aristella,NHMSYS0000503872,1,1,1700,,,
Pleurota bicostella,NHMSYS0000503873,1,1,1700,,,
Plodia interpunctella,NHMSYS0021143676,1,1,1700,,,
Plusia festucae,NBNSYS0000006544,1,1,1700,,,
Plusia putnami,NHMSYS0000522622,1,1,1700,,,
Plusia putnami gracilis,NHMSYS0021144481,1,1,1700,,,
Plusia putnami putnami,NHMSYS0021144480,1,1,1700,,,
Plutella haasi,NHMSYS0000503882,1,1,1700,,,
Plutella porrectella,NHMSYS0000503884,1,1,1700,,,
Plutella xylostella,NHMSYS0000503886,1,1,1700,,,
Poecilocampa populi,NBNSYS0000005700,1,1,1700,,,
Polia bombycina,NBNSYS0000006239,1,1,1700,,,
Polia hepatica,NBNSYS0000154404,1,1,1700,,,
Polia nebulosa,NBNSYS0000006241,1,1,1700,,,
Polychrysia moneta,NBNSYS0000006542,1,1,1900,,,
Polymixis flavicincta,NHMSYS0021144778,1,1,1700,,,
Polymixis lichenea,NHMSYS0000520013,1,1,1700,,,
Polymixis lichenea lichenea,NHMSYS0021144773,1,1,1700,,,
Polymixis lichenea scillonea,NHMSYS0021144774,1,1,1700,,,
Polymixis xanthomista,NHMSYS0000520008,1,1,1700,,,
Polymixis xanthomista statices,NHMSYS0021144777,1,1,1700,,,
Polymixis xanthomista xanthomista,NHMSYS0021144776,1,1,1700,,,
Polyphaenis sericata,NBNSYS0000005290,1,1,1870,,,
Polyploca ridens,NBNSYS0000005733,1,1,1700,,,
Porrittia galactodactyla,NHMSYS0021142934,1,1,1700,,,
Povolnya leucapennella,NHMSYS0020973241,1,1,1700,,,
Prays fraxinella,NHMSYS0000503911,1,1,1700,,,
Prays oleae,NHMSYS0020530790,22,1,2009,,,
Prays peregrina,NHMSYS0021142521,1,1,1700,,,
Prays ruficeps,NHMSYS0021142520,1,1,1700,,,
Pristerognatha penthinana,NHMSYS0000503914,1,1,1700,31,12,1914
Prochoreutis myllerana,NBNSYS0100004871,1,1,1700,,,
Prochoreutis sehestediana,NHMSYS0021142976,1,1,1700,,,
Prolita sexpunctella,NBNSYS0000005367,1,1,1700,,,
Prolita solutella,NBNSYS0000026301,1,1,1700,,,
Proserpinus proserpina,NBNSYS0000005256,25,5,1985,,,
Protarchanara brevilinea,NHMSYS0021144654,1,1,1700,,,
Protolampra sobrina,NHMSYS0021144951,1,1,1700,,,
Protoschinia scutosa,NHMSYS0021144534,1,1,1835,,,
Proutia betulina,NHMSYS0000503926,1,1,1700,,,
Psamathocrita argentella,NHMSYS0000503929,1,1,1700,,,
Psamathocrita osseella,NHMSYS0021142701,1,1,1700,31,12,1926
Psammotis pulveralis,NBNSYS0100004894,1,1,1700,,,
Pselnophorus heterodactyla,NHMSYS0000503933,1,1,1700,,,
Pseudargyrotoza conwagana,NHMSYS0000503935,1,1,1700,,,
Pseudenargia ulicis,NBNSYS0000006403,16,8,1935,,,
Pseudeustrotia candidula,NHMSYS0020758202,28,10,2006,,,
Pseudococcyx posticana,NBNSYS0100004908,1,1,1700,,,
Pseudococcyx turionella,NBNSYS0100004909,1,1,1700,,,
Pseudocoremia suavis,NHMSYS0020531231,15,4,2007,,,
Pseudoips prasinana,NHMSYS0000517403,1,1,1700,,,
Pseudoips prasinana britannica,NHMSYS0021144966,1,1,1700,,,
Pseudoips prasinana prasinana,NHMSYS0021144965,1,1,1700,,,
Pseudopanthera macularia,NBNSYS0000006000,1,1,1700,,,
Pseudopostega auritella,NHMSYS0021142154,1,1,1700,,,
Pseudopostega crepusculella,NBNSYS0100004928,1,1,1700,,,
Pseudosciaphila branderiana,NHMSYS0000503950,1,1,1700,,,
Pseudoswammerdamia combinella,NHMSYS0000503952,1,1,1700,,,
Pseudotelphusa paripunctella,NBNSYS0100004937,1,1,1700,,,
Pseudotelphusa scalella,NHMSYS0000503954,1,1,1700,,,
Pseudoterpna coronillaria,NHMSYS0021144312,1,1,1700,,,
Pseudoterpna pruinata,NHMSYS0000522767,1,1,1700,,,
Pseudoterpna pruinata atropunctaria,NHMSYS0021144309,1,1,1700,,,
Pseudoterpna pruinata pruinata,NHMSYS0021144308,1,1,1700,,,
Psoricoptera gibbosella,NHMSYS0000503958,1,1,1700,,,
Psyche casta,NHMSYS0000503960,1,1,1700,,,
